"pagos","gratis","carga.paga","carga.gratis","correio"
921,80,2875,149,0
1310,44,667,0,0
1521,44,0,0,0
6066,326,4957,3,0
1385,37,3353,6,0
6485,365,7690,39,0
731,38,2149,170,0
117,3,0,0,0
3319,40,2033,0,0
225,4,0,0,0
17,11,2539,0,0
4712,130,8146,31,0
4306,169,16199,0,0
1597,32,0,0,0
182,0,0,0,0
1179,40,684,0,0
2063,33,3147,0,0
2611,34,619,0,0
157,0,0,0,0
6796,198,2249,0,0
300,1,0,0,0
101,0,0,0,0
560,5,2,0,0
44,0,0,0,0
271,0,84,0,0
472,3,113,0,0
1145,38,288,0,0
267,8,0,0,0
851,14,39,0,0
637,2,0,0,0
995,26,0,0,0
570,6,85,0,0
1665,48,184,0,0
1014,0,30,0,0
112,3,0,0,0
3419,94,6271,30,0
3360,79,7906,371,0
4957,59,10053,0,0
1202,43,0,0,0
2002,71,1521,20,0
1568,40,1669,0,0
1334,14,2162,0,0
706,4,1560,0,0
699,13,1800,0,0
5216,127,35185,871,0
5589,84,53232,169,0
9088,438,33840,762,0
2986,63,5739,0,0
375,1,464,2,0
2328,46,62025,384,0
6988,203,43637,1095,0
16319,467,92145,6343,0
8429,144,16014,22,0
2452,45,3004,0,0
12510,328,24016,55,0
609,12,0,0,0
372,9,97,0,0
3416,150,22339,623,0
1842,17,4869,39,0
1464,42,9221,160,0
18666,1069,79305,2269,0
4919,184,12766,483,0
1468,21,792,0,0
1928,56,0,0,0
2358,40,5937,1,0
70,8,0,0,0
41,0,0,0,0
626,2,397,0,0
7383,342,28489,3261,0
4490,76,40501,1085,0
77,0,0,0,0
11165,325,31145,11,0
5372,51,17393,0,0
426,0,80,0,0
12021,665,6423,26,0
502,25,62,0,0
5687,198,2347,0,0
88,4,0,0,0
192,3,0,0,0
69,1,0,0,0
3128,113,1332,0,0
7820,347,1972,0,0
20478,1774,10198,168,0
2649,76,1021,0,0
5545,255,1061,19,0
169,0,0,0,0
852,21,445,0,0
91,2,0,0,0
2022,29,472,0,0
806,15,118,0,0
0,0,0,0,0
6304,207,1188,0,0
76,0,0,0,0
2203,78,123,0,0
28,0,0,0,0
903,7,197,0,0
6684,365,10217,337,0
729,5,7,0,0
694,2,0,0,0
530,0,19,0,0
2128,32,153,0,0
112,6,9,0,0
1376,35,1316,0,0
424,8,680,0,0
363,2,0,0,0
1418,25,7801,432,0
5803,291,20926,266,0
195,3,23,0,0
0,0,0,0,0
971,25,0,0,0
3352,58,2546,0,0
3140,109,2697,2,0
2795,25,3365,0,0
783,18,5669,354,0
47,0,0,0,0
4050,91,5657,5,0
1645,22,1196,0,0
100,0,0,0,0
1352,38,3310,0,0
5386,117,15588,185,0
901,45,22536,0,0
2062,52,104,0,0
15014,853,10147,689,0
8160,334,1429,40,0
1292,20,331,0,0
7158,335,2105,2,0
1483,28,395,0,0
1083,37,189,0,0
84,5,0,0,0
68,1,0,0,0
1132,13,156,0,0
6703,411,10788,209,0
613,3,295,0,0
9374,311,6590,15,0
13,0,0,0,0
198,5,0,0,0
1419,12,102,0,0
2732,53,3308,6,0
10,0,0,0,0
14042,528,19267,678,0
339,15,210,0,0
1259,28,922,0,0
1628,56,6224,73,0
13677,507,9124,4,0
56,2,0,0,0
918,20,96,0,0
469,19,429,0,0
570,8,0,0,0
1581,12,482,0,0
4845,103,5310,240,0
4801,36,2016,801,0
1788,44,2180,0,0
1220,40,622,3,0
1186,42,1606,0,0
2722,72,2869,0,0
455,18,685,60,0
741,31,2720,0,0
5796,192,6712,0,0
4530,182,3229,0,0
209,8,2,0,0
1088,4,65,0,0
566,6,229,0,0
189,3,0,0,0
0,1,263,0,0
2469,90,6784,0,0
390,12,1197,13,0
1596,23,2292,0,0
237,1,0,0,0
12627,479,78032,326,0
60,0,0,0,0
45,1,0,0,0
3395,61,21172,0,0
6791,245,48590,495,0
6393,141,623,0,0
2061,74,710,0,0
1293,27,1526,0,0
1242,28,280,0,0
444,7,0,0,0
453,6,30,0,0
441,15,129,0,0
2607,48,1372,0,0
820,22,132,0,0
2981,20,157,0,0
1195,33,467,0,0
3929,87,5084,0,0
335,9,0,0,0
4639,196,161179,0,505
7499,224,426987,0,12061
4320,231,135863,0,438
6482,226,394962,0,8923
3576,261,192588,0,557
7403,261,473511,0,8912
2924,154,209737,0,448
6251,170,503837,0,7746
4359,154,234421,0,603
7807,180,489365,0,15860
5018,137,176662,0,699
7922,153,398439,0,9630
289,2,8829,0,355
5911,176,201042,0,448
8505,164,469692,0,9058
5202,188,262289,0,1568
7397,208,487159,0,10250
4639,169,243541,0,576
7920,146,402825,0,9177
5404,189,212903,0,563
8354,220,472761,0,9187
3740,186,235664,0,381
8276,265,606955,0,9238
4309,250,161869,0,250
8704,450,500983,0,12165
1972,0,16020,0,0
2766,0,18564,0,0
4673,0,0,0,0
1955,0,12892,0,0
2465,0,15255,0,0
4019,0,0,0,0
1745,0,21664,0,0
2107,0,19868,0,0
4365,0,0,0,0
1717,0,20686,0,0
2291,0,26070,0,0
4304,0,0,0,0
2092,0,23736,0,0
2279,0,31027,0,0
4047,0,0,0,0
1773,0,23950,0,0
2138,0,19166,0,0
4460,0,0,0,0
1935,0,18710,0,0
2467,0,17056,0,0
4230,0,0,0,0
1470,0,16837,0,0
2223,0,25227,0,0
4255,0,0,0,0
1747,0,25900,0,0
2161,0,19405,0,0
4252,0,0,0,0
1789,0,10420,0,0
2289,0,34521,0,0
4237,0,0,0,0
1567,0,18327,0,0
2066,0,29127,0,0
3931,0,0,0,0
1937,0,12861,0,0
4068,0,38947,0,0
1249,0,0,0,0
4360,0,0,0,0
901,0,44080,0,4180
1313,0,3901,0,39115
883,0,61430,0,8310
740,0,3995,0,20102
708,0,85155,0,4455
95,0,0,0,3083
1176,0,6827,0,17767
111,0,13800,0,996
797,0,71907,0,4527
947,0,3618,0,13555
1027,0,65465,0,3345
807,0,2206,0,14670
1683,0,83670,0,2072
670,0,998,0,9779
1189,0,60677,0,7159
708,0,1867,0,21905
1310,0,50883,0,18180
616,0,1222,0,42075
1126,0,40870,0,18462
615,0,5476,0,26072
1030,0,31395,0,12438
805,0,7951,0,21298
908,0,47906,0,0
947,0,3212,0,16194
1099,0,54715,0,18147
1046,0,6873,0,34800
898,0,3477,0,0
1069,0,2109,0,0
893,0,9046,0,0
847,0,5780,0,0
867,0,2855,0,0
821,0,799,0,0
665,0,15810,0,0
807,0,9127,0,0
650,0,1219,0,0
707,0,18072,0,0
723,0,3665,0,0
177,0,0,0,0
656,0,5232,0,0
954,0,10968,0,0
0,0,0,0,0
1352,0,14929,0,0
881,0,1737,0,0
1841,0,7633,0,0
954,0,5882,0,0
1644,195,10969,0,0
1149,0,15809,0,0
1822,0,8990,0,0
907,0,8563,0,0
1873,0,4483,0,0
1190,0,18269,0,0
1790,0,6811,0,0
919,0,5927,0,0
229,0,286,0,0
1792,0,10534,0,0
1147,0,5161,0,0
0,0,284853,0,0
0,0,121334,0,0
0,0,78393,0,0
0,0,1619206,0,0
0,0,0,0,0
0,0,41562,0,0
0,0,98234,0,0
0,0,4685,0,0
0,0,14082,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,43180,0,0
0,0,14646,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,287526,0,0
0,0,105471,0,0
0,0,80851,0,0
0,0,1593885,0,0
0,0,56928,0,0
0,0,123444,0,0
0,0,6341,0,0
0,0,26613,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,69991,0,0
0,0,12006,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2183,0,0
0,0,595,0,0
0,0,221698,0,0
0,0,185786,0,0
0,0,114380,0,0
0,0,1613425,0,0
0,0,79910,0,0
0,0,100182,0,0
0,0,0,0,0
0,0,13900,0,0
0,0,44512,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,128002,0,0
0,0,31120,0,0
0,0,0,0,0
0,0,354618,0,0
0,0,133753,0,0
0,0,91767,0,0
0,0,1643151,0,0
0,0,10300,0,0
0,0,20535,0,0
0,0,78482,0,0
0,0,12271,0,0
0,0,42247,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,162031,0,0
0,0,31503,0,0
0,0,0,0,0
0,0,414646,0,0
0,0,128080,0,0
0,0,99736,0,0
0,0,1216644,0,0
0,0,38758,0,0
0,0,30042,0,0
0,0,95866,0,0
0,0,12925,0,0
0,0,29528,0,0
0,0,86551,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,90857,0,0
0,0,9646,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,320035,0,0
0,0,126255,0,0
0,0,162576,0,0
0,0,1320565,0,0
0,0,80290,0,0
0,0,45608,0,0
0,0,0,0,0
0,0,12925,0,0
0,0,3990,0,0
0,0,145452,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,52102,0,0
0,0,61187,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,16948,0,0
0,0,396597,0,0
0,0,83433,0,0
0,0,58816,0,0
0,0,1391383,0,0
0,0,0,0,0
0,0,38858,0,0
0,0,81166,0,0
0,0,5854,0,0
0,0,120693,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,151027,0,0
0,0,87725,0,0
0,0,0,0,0
0,0,20327,0,0
0,0,285797,0,0
0,0,146234,0,0
0,0,92727,0,0
0,0,1329967,0,0
0,0,59340,0,0
0,0,54500,0,0
0,0,0,0,0
0,0,20219,0,0
0,0,62596,0,0
0,0,0,0,0
0,0,0,0,0
0,0,14958,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,113177,0,0
0,0,109276,0,0
0,0,0,0,0
0,0,0,0,0
0,0,301084,0,0
0,0,89870,0,0
0,0,53227,0,0
0,0,796342,0,0
0,0,44050,0,0
0,0,47511,0,0
0,0,0,0,0
0,0,8240,0,0
0,0,56095,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,6719,0,0
0,0,0,0,0
0,0,106737,0,0
0,0,97265,0,0
0,0,0,0,0
0,0,20338,0,0
0,0,418991,0,0
0,0,109556,0,0
0,0,105442,0,0
0,0,1158222,0,0
0,0,111778,0,0
0,0,76140,0,0
0,0,0,0,0
0,0,33487,0,0
0,0,32215,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,206000,0,0
0,0,96114,0,0
0,0,0,0,0
0,0,0,0,0
0,0,20318,0,0
0,0,364365,0,0
0,0,149433,0,0
0,0,102778,0,0
0,0,1241820,0,0
0,0,94614,0,0
0,0,122804,0,0
0,0,64263,0,0
0,0,33971,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,66151,0,0
0,0,0,0,0
0,0,0,0,0
0,0,73000,0,0
0,0,52374,0,0
0,0,0,0,0
0,0,0,0,0
0,0,275536,0,0
0,0,77523,0,0
0,0,132333,0,0
0,0,1110304,0,0
0,0,36382,0,0
0,0,109377,0,0
0,0,1485,0,0
0,0,19912,0,0
0,0,0,0,0
0,0,26852,0,0
0,0,9057,0,0
0,0,5245,0,0
0,0,0,0,0
0,0,1550,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,2055,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,46806,0,0
0,0,88502,0,0
0,0,10663,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
7221,0,492,0,0
4019,28,9261,0,0
1194,0,275,0,0
8140,54,935,0,0
24571,387,6694,0,106
4205,0,367,74300,0
867,0,0,0,0
3833,0,0,0,0
3672,34,6304,0,0
1289,0,545,0,0
7861,49,1269,0,0
21859,138,11835,0,143
4893,147,1201,86934,0
799,0,0,0,0
3445,0,0,0,0
2789,22,10542,0,0
118,0,0,0,0
1245,0,988,0,0
7679,59,5088,0,0
21468,140,16748,0,0
106,0,466,0,0
5273,0,2165,55938,0
790,0,0,0,0
3543,0,6566,0,0
2912,29,13103,0,0
1157,0,1605,0,0
7012,53,615,0,0
20974,140,8264,0,16
4895,0,2759,0,0
726,0,0,0,0
4221,0,2148,0,0
3623,49,16128,0,0
1311,0,3487,0,0
8059,0,18005,0,0
25114,130,11396,0,0
6887,0,1196,0,0
273,0,0,0,0
83,0,242,0,0
3704,0,1528,0,0
3052,28,7861,0,0
1124,0,2551,0,0
7270,57,5785,0,0
22999,170,23498,0,145
6397,0,4609,0,0
499,0,0,0,0
3757,0,1195,0,0
3816,24,9187,0,0
1528,0,1193,0,0
447,0,0,0,0
7763,37,1498,0,0
23722,137,17262,0,423
6002,0,2724,0,0
1150,0,0,0,0
308,2,0,0,0
136,0,0,0,0
146,0,0,0,0
4097,0,1079,0,0
3311,19,16552,0,0
148,0,131,0,0
1271,0,3203,0,0
840,2,0,0,0
7783,42,2420,0,0
22451,173,13868,0,101
3706,0,2014,0,0
996,0,0,0,0
795,2,0,0,0
3388,0,1488,0,0
3563,37,14206,0,0
1354,0,4348,0,0
783,0,0,0,0
7773,49,4233,0,0
22266,205,7139,0,241
2716,0,600,0,0
570,0,0,0,0
755,8,0,0,0
3801,0,1905,0,0
3307,21,15862,0,0
1130,0,1088,0,0
796,0,0,0,0
7902,48,3027,0,0
21814,163,13346,0,100
2551,5,2452,0,0
899,0,0,0,0
860,10,0,0,0
0,0,0,0,0
3819,0,571,0,0
3254,34,15506,0,0
1222,0,959,0,0
7467,42,810,0,0
21559,187,9470,0,79
2570,20,2967,0,0
804,0,0,0,0
868,8,0,0,0
127,0,0,0,0
0,0,0,0,0
3531,0,1849,0,0
3419,43,5262,0,0
1109,0,321,0,0
7756,68,645,0,0
22136,189,10059,0,0
3258,47,1719,0,0
717,0,0,0,0
826,7,0,0,0
146,0,680,0,0
64,0,0,0,0
6520,246,37530,0,19010
7830,280,38278,0,52522
2546,85,49039,0,31573
3366,115,4092,0,2288
7167,181,16152,0,35945
8261,150,103607,0,32928
6307,273,57025,0,19422
7118,289,57207,0,48734
2158,68,19281,0,34231
3813,171,8687,0,1363
7357,170,29456,0,36300
7825,173,117146,0,21815
0,0,0,0,0
6288,498,74786,0,39040
7946,298,86575,0,62297
2296,105,39774,0,47068
523,17,273,0,248
6781,203,38871,0,51709
7246,232,126449,0,31852
5311,414,84478,0,54891
6408,236,49633,0,41209
1936,51,24623,0,53337
4925,144,43255,0,38128
5001,194,63088,0,12552
6248,420,63978,0,62391
7936,292,65794,0,42846
0,0,0,0,0
2151,88,29749,0,50957
5618,160,52815,0,41880
0,0,0,0,0
5944,219,64034,0,18058
0,0,0,0,0
0,0,0,0,0
5761,384,81517,0,44830
7389,319,55052,0,28926
2307,75,40852,0,20680
0,0,0,0,0
0,0,0,0,0
168,9,1828,0,1778
5095,179,66296,0,24801
5367,175,54338,0,26883
0,0,1828,0,1778
0,0,0,0,0
6549,394,81759,0,40872
7647,273,57345,0,13331
2468,99,60152,0,6115
5333,195,63759,0,4338
6099,150,44749,0,26625
204,29,8329,0,0
6296,366,83169,0,42726
7405,252,79771,0,8649
2426,97,62244,0,12541
5318,174,83193,0,6441
5870,136,58993,0,16581
5143,368,76126,0,29709
6864,320,61782,0,8633
2128,69,48381,0,3530
5321,179,64124,0,5008
5039,173,59216,0,18082
0,0,0,0,0
5980,401,91489,0,29172
7206,344,87225,0,10111
1997,77,46780,0,2299
5415,183,48769,0,6196
4691,154,44780,0,6538
4969,345,59610,0,24508
7091,344,78700,0,18208
1622,95,27069,0,10617
6646,199,36464,0,15200
4154,172,31983,0,20225
5238,398,34791,0,0
7588,442,77024,0,6453
1673,103,14512,0,0
1943,151,285,0,0
7483,224,15094,0,260
4543,216,28089,0,0
10361,0,168666,0,483
10428,0,282670,0,25768
8415,0,184128,0,10971
9589,0,286542,9031,15434
9221,2,312612,0,10657
9781,0,333096,0,29064
307,0,8837,0,337
7378,0,278263,0,9872
9233,0,328573,0,20557
0,0,0,0,0
8342,0,310728,0,8640
9402,0,329940,0,27302
8849,0,290045,0,8225
9625,0,267080,0,21473
10451,0,233955,0,7721
10686,0,441415,0,23721
0,0,0,0,0
6711,0,176603,0,5505
10020,0,449372,0,39144
9575,0,245363,0,7947
9851,0,335367,0,19064
3907,0,84375,0,3082
10369,0,357486,0,23224
2926,0,56062,0,2671
10075,0,280963,0,27357
9095,0,160429,3865,18449
10015,0,212827,0,48530
9167,43,0,0,0
8064,53,0,0,0
5284,8,0,0,0
6201,22,0,0,0
8967,31,2,0,0
0,0,0,0,0
9074,26,0,0,0
0,0,0,0,0
6064,25,0,0,0
8789,46,0,0,0
5676,23,0,0,0
283,0,0,0,0
9125,50,0,0,0
4423,8,0,0,0
8148,63,29,0,0
4707,10,0,0,0
4523,41,0,0,0
3757,24,1144,0,291
0,0,0,0,0
101,0,0,0,0
7292,31,0,0,0
0,0,0,0,0
3930,37,0,0,0
3663,17,3142,1,0
9321,44,0,0,0
8452,45,0,0,0
140,1,0,0,0
9072,26,0,0,0
8849,61,0,0,0
7220,48,0,0,0
6930,40,0,0,0
2371,12,0,0,0
2415,9,0,0,0
8800,53,0,0,0
0,0,0,0,0
8815,56,0,0,0
0,0,0,0,0
8669,61,0,0,0
0,0,0,0,0
8349,44,0,0,0
1289,15,913,0,0
3721,36,69437,2,0
0,0,0,0,0
0,0,0,0,0
1323,13,6277,0,0
2927,51,73567,0,12
0,0,0,0,0
0,0,0,0,0
1311,28,12260,0,0
2925,43,139722,0,34
0,0,0,0,0
0,0,0,0,0
935,8,6553,0,0
2780,61,101286,7167,17
0,0,0,0,0
0,0,0,0,0
568,8,1109,0,0
2203,40,107561,0,15
0,0,0,0,0
0,0,0,0,0
963,12,28299,0,0
2306,60,114286,0,18
75,0,0,0,0
131,2,6360,0,0
802,14,9781,0,1
4145,92,97286,0,17
0,0,0,0,0
0,0,0,0,0
1047,28,21188,0,7761
3579,106,67201,272,535
0,0,0,0,0
55,0,0,0,0
725,14,17811,4024,10082
2860,79,72738,0,1029
0,0,0,0,0
0,0,0,0,0
904,23,10642,8352,18529
3128,75,68244,4222,171
0,0,0,0,0
0,0,0,0,0
880,17,7721,9280,10080
3495,115,70398,789,1115
0,0,0,0,0
91,0,1580,0,4221
1170,44,35693,7262,12172
4855,132,61601,0,2073
0,0,0,0,0
0,0,0,0,0
2171,0,23186,0,0
2382,0,23040,0,0
1664,0,17502,0,13
1421,0,25130,0,9
1019,0,30017,0,0
1952,0,41791,0,0
2644,0,66982,0,0
0,0,0,0,0
289,0,7508,0,0
1902,0,78831,0,0
2643,0,70967,0,0
2789,0,66626,0,0
1232,0,28750,0,0
1986,0,25739,0,0
3761,15,4643,0,19596
4957,16,22583,0,26227
480,0,1451,0,0
3550,22,5099,0,30040
1013,3,0,0,0
812,8,0,0,0
1406,0,0,0,0
4049,15,26637,0,33351
975,1,0,0,0
1394,1,5676,0,0
1310,0,0,0,0
3634,16,29191,0,8689
564,0,5720,0,0
615,2,406,0,0
1652,0,16802,0,0
3635,22,35272,0,10792
734,1,0,0,0
668,0,2330,0,0
1975,0,6509,0,0
6114,24,48793,0,14833
0,0,0,0,0
2904,1,2420,0,0
0,0,0,0,0
2987,0,440,0,0
1520,0,5065,0,1
5317,19,70244,0,6221
1570,0,1060,0,0
1528,1,349,0,0
1239,0,20884,0,0
0,0,0,0,0
4285,34,101301,0,14060
2600,0,0,0,0
47,0,0,0,0
164,0,948,0,1215
0,0,0,0,0
0,0,0,0,0
2795,0,3439,155,0
1407,0,13247,0,0
4186,25,66202,0,55081
277,0,6330,0,0
1612,2,11660,0,0
1838,4,14236,13280,0
1091,0,14913,0,7582
3852,21,19958,0,52218
15,0,2565,0,0
1578,0,24297,0,0
1998,0,22454,0,0
1611,0,2563,0,0
4311,22,33521,0,92043
1176,0,110283,0,0
1839,1,84154,0,0
0,0,654436,0,0
0,0,534313,0,0
0,0,649817,0,0
0,0,607524,0,0
0,0,0,0,0
0,0,610469,0,0
0,0,0,0,0
0,0,547100,0,0
0,0,0,0,0
0,0,557488,0,0
0,0,0,0,0
0,0,710116,0,0
0,0,0,0,0
0,0,552299,0,0
0,0,0,0,0
0,0,498455,0,0
0,0,0,0,0
0,0,501335,0,0
0,0,0,0,0
0,0,531682,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,740058,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,123007,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,54090,0,0
0,0,853527,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,125545,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,931475,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,152758,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,245785,0,0
0,0,115637,0,0
0,0,0,0,0
0,0,1060021,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,77980,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,129096,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,66245,0,0
0,0,31817,0,0
0,0,21360,0,0
0,0,897760,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,210547,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,738289,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,224307,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,764045,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,230039,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,26463,0,0
0,0,32492,0,0
0,0,28166,0,0
0,0,784827,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,101418,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,833076,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,165471,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,223106,0,0
0,0,167190,0,0
0,0,68369,0,0
0,0,1205495,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,181804,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,288045,0,0
0,0,135132,0,0
0,0,89895,0,0
0,0,1125110,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,147087,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,278187,0,0
0,0,88274,0,0
0,0,109446,0,0
0,0,1092019,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,115272,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1974,58,0,0,0
3317,37,1566,200,0
14226,286,0,0,0
4285,25,1069,4,0
632,5,0,0,0
25,0,0,0,0
551,15,12,0,0
560,5,0,0,0
4729,100,0,0,0
624,3,0,0,0
10340,156,1755,0,0
6740,82,11966,0,0
150,3,0,0,0
482,14,0,0,0
594,2,0,0,0
1450,6,0,0,0
632,4,0,0,0
1287,19,55,0,0
122,2,380,0,0
1271,16,0,0,0
22,0,0,0,0
0,0,0,0,0
9321,94,1587,289,0
9874,149,11920,172,0
4830,56,1478,308,0
0,0,0,0,0
11562,256,14517,1865,0
293,4,0,0,0
880,27,2527,604,0
5051,32,44175,656,0
6519,38,683,2,0
7623,103,6236,5,0
8075,202,45571,359,0
5235,105,68807,140,0
172,6,0,0,0
1542,23,7228,0,0
6460,85,85147,295,0
4232,76,6141,75,0
535,5,0,0,0
0,0,0,0,0
752,15,0,0,0
10465,215,111798,3490,0
4348,51,22191,412,0
10857,217,20347,8480,0
3698,43,10763,1,0
6872,84,12651,78,0
9126,90,44301,937,0
559,16,0,0,0
10193,166,65652,1160,0
75,1,0,0,0
4360,51,2423,3,0
13501,276,32397,380,0
12350,177,27402,25,0
4085,87,16755,637,0
16410,474,54340,1095,0
6980,137,10369,35,0
3826,94,25963,207,0
6290,101,9088,130,0
1927,37,24050,294,0
9441,165,21239,543,0
6524,123,47050,1965,0
4641,76,0,282,0
7971,108,58538,502,0
5793,89,20805,531,0
12628,185,44031,2689,0
18084,204,9583,94,0
7049,95,9611,1074,0
8837,139,47373,1737,0
0,0,0,0,0
21911,1021,48367,5491,0
12677,150,23414,401,0
7644,185,42174,1194,0
4197,57,4466,510,0
372,1,0,0,0
486,2,0,0,0
202,3,0,0,0
12364,241,38559,18973,0
1646,6,9129,914,0
